openlinks,"http://www.openlinksw.com/schemas/virtrdf#"
sdmxdim,"http://purl.org/linked-data/sdmx/2009/dimension#"
ontology,"http://dbpedia.org/ontology/"
db,"http://dbpedia.org/"
type,"https://webiomed.ai/blog/obzor-rossiiskikh-sistem-podderzhki-priniatiia-vrachebnykh-reshenii/"
om,"http://opendata.caceres.es/def/ontomunicipio#"
lemon,"http://lemon-model.net/lemon#"
photoshop,"http://ns.adobe.com/photoshop/1.0/"
gvp,"http://vocab.getty.edu/ontology#"
wfs,"http://schemas.opengis.net/wfs/"
sh,"http://www.w3.org/ns/shacl#"
exif,"http://www.w3.org/2003/12/exif/ns#"
isbd,"http://iflastandards.info/ns/isbd/elements/"
aat,"http://vocab.getty.edu/aat/"
ac,"http://umbel.org/umbel/ac/"
wdt,"http://www.wikidata.org/prop/direct/"
fabio,"http://purl.org/spar/fabio/"
sdmxa,"http://purl.org/linked-data/sdmx/2009/attribute#"
cert,"http://www.w3.org/ns/auth/cert#"
xsi,"http://www.w3.org/2001/XMLSchema-instance#"
test,"https://test4.example.com/"
prism,"http://prismstandard.org/namespaces/basic/2.0/"
tgn,"http://vocab.getty.edu/tgn/"
cnt,"http://www.w3.org/2011/content#"
dul,"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#"
ulan,"http://vocab.getty.edu/ulan/"
eat,"http://www.eat.rl.ac.uk/#"
swrl,"http://www.w3.org/2003/11/swrl#"
sf,"http://www.opengis.net/ont/sf#"
edm,"http://www.europeana.eu/schemas/edm/"
gtfs,"http://vocab.gtfs.org/terms#"
eg,"http://www.example.org/"
room,"http://vocab.deri.ie/rooms#"
voaf,"http://purl.org/vocommons/voaf#"
nsogi,"http://prefix.cc/nsogi:"
ore,"http://www.openarchives.org/ore/terms/"
uniprot,"http://purl.uniprot.org/uniprot/"
swrcfe,"http://www.morelab.deusto.es/ontologies/swrcfe#"
core,"http://vivoweb.org/ontology/core#"
swrlb,"http://www.w3.org/2003/11/swrlb#"
nfo,"http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#"
fise,"http://fise.iks-project.eu/ontology/"
dbc,"http://dbpedia.org/resource/Category:"
ssn,"http://www.w3.org/ns/ssn/"
itsrdf,"http://www.w3.org/2005/11/its/rdf#"
lv,"http://purl.org/lobid/lv#"
ro,"http://purl.org/wf4ever/ro#"
bif,"http://www.openlinksw.com/schemas/bif#"
ceo,"https://linkeddata.cultureelerfgoed.nl/def/ceo#"
go,"http://purl.obolibrary.org/obo/GO_"
xml,"http://www.w3.org/XML/1998/namespace/"
dbprop,"http://dbpedia.org/property/"
music,"http://musicontology.com/"
wikidata,"http://www.wikidata.org/entity/"
movie,"http://data.linkedmdb.org/resource/movie/"
ldp,"http://www.w3.org/ns/ldp#"
gndo,"http://d-nb.info/standards/elementset/gnd#"
scovo,"http://purl.org/NET/scovo#"
ping,"https://namso-gen.com/"
cco,"http://www.ontologyrepository.com/CommonCoreOntologies/"
loc,"http://purl.org/ontomedia/core/space#"
nmo,"http://www.semanticdesktop.org/ontologies/2007/03/22/nmo#"
lexinfo,"http://www.lexinfo.net/ontology/3.0/lexinfo#"
am,"http://vocab.deri.ie/am#"
pat,"http://purl.org/hpi/patchr#"
geoes,"http://geo.linkeddata.es/ontology/"
sioct,"http://rdfs.org/sioc/types#"
wp,"http://vocabularies.wikipathways.org/"
mods,"http://www.loc.gov/mods/v3#"
siocserv,"http://rdfs.org/sioc/services#"
leak,"http://maco.com/"
gnd,"http://d-nb.info/gnd/"
dce,"http://purl.org/dc/elements/1.1/"
dblp,"http://dblp.uni-trier.de/rdf/schema-2015-01-26#"
chebi,"http://purl.obolibrary.org/obo/CHEBI_"
nao,"http://www.semanticdesktop.org/ontologies/2007/08/15/nao#"
ptr,"http://www.w3.org/2009/pointers#"
sdo,"https://schema.org/"
coref,"http://www.rkbexplorer.com/ontologies/coref#"
acc,"http://purl.org/NET/acc#"
sparql,"http://www.w3.org/ns/sparql#"
imm,"http://schemas.microsoft.com/imm/"
bd,"http://www.bigdata.com/rdf#"
rec,"http://purl.org/ontology/rec/core#"
cerif,"http://spi-fm.uca.es/neologism/cerif#"
product,"http://purl.org/commerce/product#"
example,"http://www.example.org/rdf#"
up,"http://purl.uniprot.org/core/"
list,"http://www.w3.org/2000/10/swap/list#"
sec,"https://w3id.org/security#"
gd,"http://rdf.data-vocabulary.org/#"
whois,"http://www.kanzaki.com/ns/whois#"
doc,"http://www.w3.org/2000/10/swap/pim/doc#"
pmlj,"http://inference-web.org/2.0/pml-justification.owl#"
meta,"https://krr.triply.cc/krr/sameas-meta/def/"
gold,"http://purl.org/linguistics/gold/"
java,"http://www.w3.org/2007/uwa/context/java.owl#"
georss,"http://www.georss.org/georss/"
st,"http://ns.inria.fr/sparql-template/"
dbkwik,"http://dbkwik.webdatacommons.org/"
penn,"http://purl.org/olia/penn.owl#"
opm,"https://w3id.org/opm#"
ms,"http://purl.org/obo/owl/MS#"
mf,"http://www.w3.org/2001/sw/DataAccess/tests/test-manifest#"
cube,"https://cube.link/"
ti,"http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl#"
xlink,"https://es.scribd.com/doc/79794476/05-Ejercicios-Resueltos-Caja-Negra-y-Recapitulacion/"
lgd,"http://linkedgeodata.org/triplify/"
rsa,"http://www.w3.org/ns/auth/rsa#"
space,"http://purl.org/net/schemas/space/"
sirext,"http://t.me/sirextt/247:"
nt,"http://ns.inria.fr/nicetag/2010/09/09/voc#"
bp,"http://www.biopax.org/release/biopax-level3.owl#"
pext,"http://www.ontotext.com/proton/protonext#"
wiki,"http://en.wikipedia.org/wiki/"
geosparql,"http://www.opengis.net/ont/geosparql#"
hg,"http://rdf.histograph.io/"
iot,"http://iotschema.org/"
vivo,"http://vivoweb.org/ontology/core#"
rdfsharp,"https://rdfsharp.codeplex.com/"
nco,"http://www.semanticdesktop.org/ontologies/2007/03/22/nco#"
sim,"http://www.w3id.org/simulation/ontology/"
akts,"http://www.aktors.org/ontology/support#"
acl,"http://www.w3.org/ns/auth/acl#"
cro,"http://rhizomik.net/ontologies/copyrightonto.owl#"
geof,"http://www.opengis.net/def/function/geosparql/"
kb,"http://deductions.sf.net/ontology/knowledge_base.owl#"
api,"http://purl.org/linked-data/api/vocab#"
cito,"http://purl.org/spar/cito/"
sp,"http://spinrdf.org/sp#"
dbnary,"http://kaiko.getalp.org/dbnary#"
pim,"http://www.w3.org/ns/pim/space#"
olia,"http://purl.org/olia/olia.owl#"
httph,"http://www.w3.org/2007/ont/httph#"
po,"http://purl.org/ontology/po/"
xl,"http://langegger.at/xlwrap/vocab#"
video,"http://purl.org/ontology/video#"
urn,"http://fliqz.com/"
exterms,"http://www.example.org/terms/"
wgs,"http://www.w3.org/2003/01/geo/wgs84_pos#"
cidoc,"http://www.cidoc-crm.org/cidoc-crm/"
cgov,"http://reference.data.gov.uk/def/central-government/"
bag,"https://bag2.basisregistraties.overheid.nl/bag/def/"
dbpediaowl,"http://dbpedia.org/owl/"
seas,"https://w3id.org/seas/"
wn,"http://xmlns.com/wordnet/1.6/"
acm,"http://www.rkbexplorer.com/ontologies/acm#"
overheid,"http://standaarden.overheid.nl/owms/"
pav,"http://purl.org/pav/"
postcode,"http://data.ordnancesurvey.co.uk/id/postcodeunit/"
ean,"http://openean.kaufkauf.net/id/"
dco,"http://info.deepcarbon.net/schema#"
ocd,"http://dati.camera.it/ocd/"
resource,"http://dbpedia.org/resource/"
web,"http://www.w3.org/2007/uwa/context/web.owl#"
pgterms,"http://www.gutenberg.org/2009/pgterms/"
role,"https://w3id.org/role/"
dcatapit,"http://dati.gov.it/onto/dcatapit#"
bing,"http://bing.com/schema/media/"
pr,"http://purl.org/ontology/prv/core#"
prv,"http://purl.org/net/provenance/ns#"
formats,"http://www.w3.org/ns/formats/"
sider,"http://www4.wiwiss.fu-berlin.de/sider/resource/sider/"
atom,"http://www.w3.org/2005/Atom/"
lode,"http://linkedevents.org/ontology/"
sosa,"https://www.w3.org/TR/vocab-ssn/"
name,"http://example.org/name#"
ontolex,"http://www.w3.org/ns/lemon/ontolex#"
abc,"http://www.metadata.net/harmony/ABCSchemaV5Commented.rdf#"
gsp,"http://www.opengis.net/ont/geosparql#"
smf,"http://topbraid.org/sparqlmotionfunctions#"
purl,"http://www.purl.org/"
dcm,"http://purl.org/dc/dcmitype/"
eu,"http://eulersharp.sourceforge.net/2003/03swap/log-rules#"
lime,"http://www.w3.org/ns/lemon/lime#"
edam,"http://edamontology.org/"
wdrs,"http://www.w3.org/2007/05/powder-s#"
daml,"http://www.daml.org/2001/03/daml+oil#"
ass,"http://uptheasset.org/ontology#"
greg,"http://kasei.us/about/foaf.xrdf#"
cpa,"http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl#"
wikipedia,"https://en.wikipedia.org/wiki/"
service,"http://purl.org/ontology/service#"
euvoc,"http://publications.europa.eu/ontology/euvoc#"
zoology,"http://purl.org/NET/biol/zoology#"
admingeo,"http://data.ordnancesurvey.co.uk/ontology/admingeo/"
gist,"https://ontologies.semanticarts.com/o/gistCore#"
swid,"http://semanticweb.org/id/"
ndl,"http://schemas.ogf.org/nml/2013/05/base#"
iso,"http://purl.org/iso25964/skos-thes#"
ero,"http://purl.obolibrary.org/obo/"
iao,"http://purl.obolibrary.org/obo/IAO_"
irw,"http://www.ontologydesignpatterns.org/ont/web/irw.owl#"
ecs,"http://rdf.ecs.soton.ac.uk/ontology/ecs#"
bmo,"http://collection.britishmuseum.org/id/ontology/"
xkos,"http://rdf-vocabulary.ddialliance.org/xkos#"
wn20schema,"http://www.w3.org/2006/03/wn/wn20/schema/"
rdfdf,"http://www.openlinksw.com/virtrdf-data-formats#"
ya,"http://blogs.yandex.ru/schema/foaf/"
wo,"http://purl.org/ontology/wo/"
lu,"http://www.ontologydesignpatterns.org/ont/framenet/abox/lu/"
hydra,"http://www.w3.org/ns/hydra/core#"
spin,"http://spinrdf.org/spin#"
premis,"http://www.loc.gov/premis/rdf/v3/"
myspo,"http://purl.org/ontology/myspace#"
scot,"http://rdfs.org/scot/ns#"
omt,"http://purl.org/ontomedia/ext/common/trait#"
agg,"http://purl.org/twc/health/vocab/aggregate/"
mm,"http://linkedmultimedia.org/sparql-mm/ns/2.0.0/function#"
saref,"https://saref.etsi.org/core/"
res,"http://dbpedia.org/resource/"
pmt,"http://tipsy.googlecode.com/svn/trunk/vocab/pmt#"
blt,"http://www.bl.uk/schemas/bibliographic/blterms#"
ignf,"http://data.ign.fr/def/ignf#"
site,"http://ns.ontowiki.net/SysOnt/Site/"
won,"https://w3id.org/won/core#"
sdl,"http://purl.org/vocab/riro/sdl#"
ps,"https://w3id.org/payswarm#"
bibframe,"http://id.loc.gov/ontologies/bibframe/"
fed,"http://www.openrdf.org/config/sail/federation#"
inno,"http://purl.org/innovation/ns#"
tmo,"http://www.semanticdesktop.org/ontologies/2008/05/20/tmo#"
umbelrc,"http://umbel.org/umbel/rc/"
ses,"http://lod.taxonconcept.org/ses/"
es,"http://eulersharp.sourceforge.net/2003/03swap/log-rules#"
rov,"http://www.w3.org/ns/regorg#"
so,"http://schema.org/"
oad,"http://lod.xdams.org/reload/oad/"
faldo,"http://biohackathon.org/resource/faldo#"
user,"http://schemas.talis.com/2005/user/schema#"
swp,"http://www.w3.org/2004/03/trix/swp-2/"
prj,"http://purl.org/stuff/project/"
cordis,"http://cordis.europa.eu/projects/"
resist,"http://www.rkbexplorer.com/ontologies/resist#"
audio,"http://purl.org/media/audio#"
label,"http://purl.org/net/vocab/2004/03/label#"
link,"http://www.w3.org/2007/ont/link#"
npg,"http://ns.nature.com/terms/"
omp,"http://purl.org/ontomedia/ext/common/profession#"
organism,"http://eulersharp.sourceforge.net/2003/03swap/organism#"
ub,"http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#"
hp,"http://purl.org/voc/hp/"
uco,"http://purl.org/uco/ns#"
sit,"http://www.ontologydesignpatterns.org/cp/owl/situation.owl#"
cpm,"http://catalogus-professorum.org/cpm/2/"
fresnel,"http://www.w3.org/2004/09/fresnel#"
orges,"http://datos.gob.es/def/sector-publico/organizacion#"
acco,"http://purl.org/acco/ns#"
food,"http://purl.org/foodontology#"
biocore,"http://bio2rdf.org/core#"
ref,"http://purl.org/vocab/relationship/"
phil,"http://philosurfical.open.ac.uk/ontology/philosurfical.owl#"
spl,"http://spinrdf.org/spl#"
rnews,"http://iptc.org/std/rNews/2011-10-07#"
bfo,"http://purl.obolibrary.org/obo/"
cheminf,"http://www.semanticweb.org/ontologies/cheminf.owl#"
sml,"https://w3id.org/sml/def#"
efo,"http://www.ebi.ac.uk/efo/"
wv,"http://vocab.org/waiver/terms/"
sesame,"http://www.openrdf.org/schema/sesame#"
taxo,"http://purl.org/rss/1.0/modules/taxonomy/"
omb,"http://purl.org/ontomedia/ext/common/being#"
ludo,"http://ns.inria.fr/ludo/v1#"
opensearch,"http://a9.com/-/spec/opensearch/1.1/"
umbel,"http://umbel.org/umbel#"
dt,"http://w3id.org/dt#"
lx,"http://purl.org/NET/lx#"
rdau,"http://rdaregistry.info/Elements/u/"
taxon,"http://purl.uniprot.org/taxonomy/"
ao,"http://purl.org/ontology/ao/core#"
doac,"http://ramonantonio.net/doac/0.1/#"
airport,"http://www.daml.org/2001/10/html/airport-ont#"
linkedmdb,"http://data.linkedmdb.org/"
bne,"http://datos.bne.es/resource/"
stanford,"http://purl.org/olia/stanford.owl#"
isothes,"http://purl.org/iso25964/skos-thes#"
lom,"http://ltsc.ieee.org/rdf/lomv1p0/lom#"
eco,"http://www.ebusiness-unibw.org/ontologies/eclass/5.1.4/#"
protege,"http://protege.stanford.edu/system#"
wgs84,"http://www.w3.org/2003/01/geo/wgs84_pos#"
awol,"http://bblfish.net/work/atom-owl/2006-06-06/#"
lgdo,"http://linkedgeodata.org/ontology/"
act,"http://www.w3.org/2007/rif-builtin-action#"
oc,"http://opencoinage.org/rdf/"
conv,"http://purl.org/twc/vocab/conversion/"
net,"http://www.w3.org/2007/uwa/context/network.owl#"
mime,"https://www.iana.org/assignments/media-types/"
pbo,"http://purl.org/ontology/pbo/core#"
sport,"http://purl.org/ontology/sport/"
biol,"http://purl.org/NET/biol/ns#"
wordnet,"http://wordnet-rdf.princeton.edu/ontology#"
sco,"http://purl.org/ontology/sco#"
omm,"http://purl.org/ontomedia/core/media#"
meteo,"http://purl.org/ns/meteo#"
asn,"http://purl.org/ASN/schema/core/"
powder,"http://www.w3.org/2007/05/powder#"
dwc,"http://rs.tdwg.org/dwc/terms/"
fec,"http://www.rdfabout.com/rdf/schema/usfec/"
conversion,"http://purl.org/twc/vocab/conversion/"
granatum,"http://chem.deri.ie/granatum/"
code,"http://telegraphis.net/ontology/measurement/code#"
atomix,"http://buzzword.org.uk/rdf/atomix#"
vra,"http://purl.org/vra/"
library,"http://purl.org/library/"
rail,"http://ontologi.es/rail/vocab#"
xhe,"http://buzzword.org.uk/rdf/xhtml-elements#"
bio2rdf,"http://bio2rdf.org/"
lfm,"http://purl.org/ontology/last-fm/"
crypto,"http://www.w3.org/2000/10/swap/crypto#"
ire,"http://www.ontologydesignpatterns.org/cpont/ire.owl#"
obj,"http://www.openrdf.org/rdf/2009/object#"
tdb,"http://jena.hpl.hp.com/2008/tdb#"
rei,"http://www.w3.org/2004/06/rei#"
spc,"http://purl.org/ontomedia/core/space#"
frir,"http://purl.org/twc/ontology/frir.owl#"
fbgeo,"http://rdf.freebase.com/ns/location/geocode/"
disco,"http://rdf-vocabulary.ddialliance.org/discovery#"
gso,"http://www.w3.org/2006/gen/ont#"
rep,"http://www.openrdf.org/config/repository#"
affy,"http://www.affymetrix.com/community/publications/affymetrix/tmsplice#"
coo,"http://purl.org/coo/ns#"
mit,"http://purl.org/ontology/mo/mit#"
pom,"http://maven.apache.org/POM/4.0.0#"
compass,"http://purl.org/net/compass#"
bibtex,"http://purl.org/net/nknouf/ns/bibtex#"
rdrel,"http://rdvocab.info/RDARelationshipsWEMI/"
ngeo,"http://geovocab.org/geometry#"
txn,"http://lod.taxonconcept.org/ontology/txn.owl#"
money,"http://purl.org/net/rdf-money/"
custom,"http://www.openrdf.org/config/sail/custom#"
muto,"http://purl.org/muto/core#"
dctype,"http://purl.org/dc/dcmitype/"
gpt,"http://purl.org/vocab/riro/gpt#"
vocab,"http://rdf.ontology2.com/vocab#"
rs,"http://rightsstatements.org/vocab/"
lang,"http://ontologi.es/lang/core#"
nrl,"http://www.semanticdesktop.org/ontologies/2007/08/15/nrl#"
vsr,"http://purl.org/twc/vocab/vsr#"
os,"http://www.w3.org/2000/10/swap/os#"
ct,"http://data.linkedct.org/resource/linkedct/"
interval,"http://reference.data.gov.uk/def/intervals/"
swh,"http://plugin.org.uk/swh-plugins/"
bbc,"http://www.bbc.co.uk/ontologies/news/"
oauth,"http://demiblog.org/vocab/oauth#"
hard,"http://www.w3.org/2007/uwa/context/hardware.owl#"
doclist,"http://www.junkwork.net/xml/DocumentList#"
politico,"http://www.rdfabout.com/rdf/schema/politico/"
person,"http://www.w3.org/ns/person#"
aos,"http://rdf.muninn-project.org/ontologies/appearances#"
city,"http://datos.localidata.com/def/City#"
prot,"http://www.proteinontology.info/po.owl#"
deo,"http://purl.org/spar/deo/"
bsbm,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/"
ui,"http://www.w3.org/ns/ui#"
ic,"http://imi.go.jp/ns/core/rdf#"
soc,"http://purl.org/net/hdlipcores/ontology/soc#"
bsb,"http://opacplus.bsb-muenchen.de/title/"
vso,"http://purl.org/vso/ns#"
ddc,"http://purl.org/NET/decimalised#"
xen,"http://buzzword.org.uk/rdf/xen#"
contact,"http://www.w3.org/2000/10/swap/pim/contact#"
pro,"http://purl.org/hpi/patchr#"
states,"http://www.w3.org/2005/07/aaa#"
game,"http://data.totl.net/game/"
usgov,"http://www.rdfabout.com/rdf/schema/usgovt/"
locn,"http://www.w3.org/ns/locn#"
isq,"http://purl.org/ontology/is/quality/"
arch,"http://purl.org/archival/vocab/arch#"
omc,"http://purl.org/ontomedia/ext/common/bestiary#"
xds,"http://www.w3.org/2001/XMLSchema#"
rdac,"http://rdaregistry.info/Elements/c/"
dailymed,"http://www4.wiwiss.fu-berlin.de/dailymed/resource/dailymed/"
muo,"http://purl.oclc.org/NET/muo/muo#"
mysql,"http://web-semantics.org/ns/mysql/"
cycann,"http://sw.cyc.com/CycAnnotations_v1#"
soft,"http://www.w3.org/2007/uwa/context/software.owl#"
eli,"http://data.europa.eu/eli/ontology#"
string,"http://www.w3.org/2000/10/swap/string#"
aifb,"http://www.aifb.kit.edu/id/"
climb,"http://climb.dataincubator.org/vocabs/climb/"
xro,"http://purl.org/xro/ns#"
apivc,"http://purl.org/linked-data/api/vocab#"
gml,"http://www.opengis.net/ont/gml#"
lfn,"http://www.dotnetrdf.org/leviathan#"
bib,"http://zeitkunst.org/bibtex/0.1/bibtex.owl#"
yoda,"http://purl.org/NET/yoda#"
gob,"http://purl.org/ontology/last-fm/"
zem,"http://s.zemanta.com/ns#"
cdt,"https://w3id.org/cdt/"
pos,"http://www.w3.org/2003/01/geo/wgs84_pos#"
pay,"http://reference.data.gov.uk/def/payment#"
rlog,"http://persistence.uni-leipzig.org/nlp2rdf/ontologies/rlog#"
arg,"http://rdfs.org/sioc/argument#"
is,"http://purl.org/ontology/is/core#"
worldbank,"http://worldbank.270a.info/dataset/"
cmo,"http://purl.org/twc/ontologies/cmo.owl#"
freebase,"http://rdf.freebase.com/ns/"
scv,"http://purl.org/NET/scovo#"
swanco,"http://purl.org/swan/1.2/swan-commons/"
pdo,"http://ontologies.smile.deri.ie/pdo#"
ist,"http://purl.org/ontology/is/types/"
uri,"http://purl.org/NET/uri#"
sede,"http://eventography.org/sede/0.1/"
ttl,"http://www.w3.org/2008/turtle#"
lvont,"http://lexvo.org/ontology#"
ppo,"http://vocab.deri.ie/ppo#"
dso,"http://purl.org/ontology/dso#"
cos,"http://www.inria.fr/acacia/corese#"
sem,"http://semanticweb.cs.vu.nl/2009/11/sem/"
cex,"http://purl.org/weso/ontology/computex#"
sv,"http://schemas.talis.com/2005/service/schema#"
